dining	MEAL
had	O
nights	O
decor	ROOM
position	O
suite	ROOM
ball	O
attentive	O
attract	O
finish	O
cake	MEAL
celebrate	O
construction	LOCATION
didnt	O
visit	ROOM
cigarette	ROOM
smoke	ROOM
love	O
royal	O
garden	O
fence	O
heard	O
noice	O
reach	O
cleanses	O
receptionist	SERVICE
confirmation	O
attitude	O
drawers	ROOM
things	O
surfaces	O
lights	ROOM
indicate	O
maid	MEAL
disturb	O
air	ROOM
summer	O
albert	O
hall	ROOM
dirty	O
shower	ROOM
curtain	O
workmanship	SERVICE
regards	O
help	SERVICE
restaurant	MEAL
action	O
immaculate	O
closet	ROOM
stunning	O
refund	FACILITY
full	O
payment	FACILITY
home	O
checking	FACILITY
account	FACILITY
statement	FACILITY
pay	VALUE
anyone	O
.hotel	LOCATION
agent	SERVICE
system	O
therefore	O
checkin	FACILITY
brasserie	O
class	O
steven	O
toast	MEAL
inefficient	O
hearty	O
standard	O
ambience	ROOM
stay	O
ventilation	ROOM
no	O
do	O
bathroom	ROOM
walls	ROOM
mirrors	O
floors	ROOM
human	O
rats	ROOM
absolute	O
catastrophe	O
equals	O
youth	O
hostel	LOCATION
good	O
poor	O
phone	ROOM
quite	O
standards	O
comfort	ROOM
soft	O
c	O
tube	O
unusual	O
fab	O
explain	O
superb	O
food	MEAL
layout	O
loved	O
style	O
stairs	ROOM
stroller	O
baby	O
arange	O
cant	O
times	O
dosnt	O
hidden	O
aeration	O
swith	O
front	O
corridor	ROOM
club	MEAL
lift	O
cards	O
james	O
closer	O
sink	O
toilet	ROOM
wheels	O
gym	FACILITY
is	O
process	O
swimming	FACILITY
vs	O
perfume	O
smell	ROOM
bargain	VALUE
cooler	ROOM
body	O
lotion	O
wished	O
amazing	O
taxis	LOCATION
whenever	O
spa	FACILITY
aloof	O
street	LOCATION
traffic	LOCATION
week	O
accommodation	FACILITY
historic	O
touch	O
nibbles	O
elevator	FACILITY
elegant	O
someone	O
toiletries	ROOM
sauna	O
anticipated	O
prices	VALUE
cost	VALUE
bill	VALUE
hence	O
handy	O
rates	VALUE
power	SERVICE
socket	ROOM
plenty	O
choice	O
cause	O
spacious	ROOM
ensuite	O
terrific	O
balcony	ROOM
large	O
shoppaholics	O
wesfield	O
centre	O
roadworks	LOCATION
claustrophobic	O
normally	O
evenings	O
court	FACILITY
engine	O
slippery	ROOM
line	O
lifts	O
looks	O
police	O
vans	O
cleaner	ROOM
whilst	O
ish	O
treats	SERVICE
belonging	O
month	O
period	O
seems	O
security	SERVICE
washroom	ROOM
lighting	ROOM
convenient	O
attractions	O
con	ROOM
etc	O
awful	O
patronising	O
chunks	O
glorified	O
canteen	MEAL
views	O
comfortable.the	ROOM
balloons	O
pressure	O
clean	ROOM
making	O
members	SERVICE
visits	O
super	O
tech	O
eating	MEAL
user	SERVICE
did	O
value	VALUE
luxury	ROOM
beers	MEAL
stations	LOCATION
wonderful	O
service	SERVICE
functionality	O
divider	O
linens	ROOM
comforters	ROOM
kettle	MEAL
drawer	ROOM
plug	ROOM
none	O
marks	O
smokers	ROOM
look	O
lounge	O
please	O
ran	O
glasses	ROOM
ketchup	MEAL
mates	O
highly	O
all	O
plentiful	O
staff	SERVICE
relaxing	O
response	O
health	O
safety	O
concerns	O
equipment	FACILITY
ceo	O
peaceful	ROOM
option	O
save	O
continental	MEAL
relaxing	O
hear	O
drafty	O
fantastic	O
x	O
keycard	SERVICE
fire	O
alarm	FACILITY
courtesy	SERVICE
call	SERVICE
temperature	O
plenty	O
clothes	ROOM
light	O
wardrobe	ROOM
drinking	MEAL
fridge	MEAL
departure	O
glass	MEAL
items	MEAL
snacks	MEAL
unplugged	ROOM
silent	ROOM
late	O
strand	O
trafalgar	O
square	O
fill	O
supervisors	SERVICE
offcourse	O
peacefull	ROOM
perfect	O
upgrade	O
thank	SERVICE
yes	O
hand	O
welcome	O
video	O
emergency	SERVICE
ibis	O
sad	O
intimate	O
feels	O
gym	FACILITY
cleaners	SERVICE
bland	O
round	O
favourite	O
thought	O
pound	VALUE
staff	SERVICE
renovation	FACILITY
best	O
remarks	O
travellers	O
shopping	LOCATION
werent	O
operate	O
guest	O
anything	O
amenities	FACILITY
label	O
mix	O
bank	LOCATION
outstanding	O
worth	O
fraction	O
weatherspoons	O
pub	O
quad	O
vicky	O
checking	FACILITY
curtains	ROOM
juices	MEAL
swans	O
petals	O
surprise	O
girlfriend	O
minute	O
journey	LOCATION
top	O
tip	O
tubes	O
contactless	O
debit	FACILITY
zones	O
move	O
springs	O
streetlight	ROOM
blind	O
prevent	O
oxford	LOCATION
ride	O
st	O
pancras	O
liquids	O
porters	O
visitor	O
worn	O
fluffy	ROOM
adults	O
helpfull	O
george	O
borg	O
malta	O
b	O
seeings	O
stroll	O
hyde	O
park	FACILITY
shops	FACILITY
never	O
happen	O
again	O
bent	O
backwards	O
thanks	O
ideal	O
bedroom	ROOM
dirty	O
chairs	ROOM
wembley	LOCATION
events	O
board	O
kindness	SERVICE
pillar	ROOM
families	O
sight	O
housekeeping	SERVICE
find	O
suitcase	ROOM
fittings	O
broken	O
bedsheets	ROOM
buy	O
sandwiches	MEAL
supermarket	LOCATION
hv	O
supermarkets	FACILITY
fan	O
weather	O
shabby	O
piece	O
shiny	O
bits	O
price	VALUE
doorman	ROOM
nice	O
needs	O
photos	O
furnishings	ROOM
faulty	FACILITY
sterling	O
notes	O
northern	LOCATION
ireland	LOCATION
seemed	O
fry	O
victoria	LOCATION
station	LOCATION
interesting	O
tub	O
fly	O
vegetables	MEAL
reading	O
paperwork	O
peaceful	ROOM
walk	LOCATION
bus	LOCATION
tasty	MEAL
polite	SERVICE
employee	SERVICE
one	O
barcelona	LOCATION
europe	LOCATION
ritz	O
counter	O
lots	O
flight	SERVICE
attendant	SERVICE
must	O
carry	O
large	O
calls	O
hop	O
hop	O
quick	O
beach	LOCATION
reservation	SERVICE
policies	SERVICE
adviser	SERVICE
later.now	O
modification	O
weeks	O
partners	O
house	ROOM
disappointed	O
advance	O
treat	O
nicer	O
triple	O
quadruple	O
stop	O
terrace	FACILITY
fountain	O
life	O
games	O
buckets	ROOM
cava	O
soda	MEAL
warmer	O
well	O
option	O
flaw	O
barcelona	LOCATION
never	O
arrived	O
rui	O
storage	O
hung	ROOM
jackets	ROOM
deck	O
turn	O
e.g	O
extremely	O
slippers	ROOM
bins	O
atrium	FACILITY
gorgeous	O
get	O
aerobus	O
plaza	O
catalunya	O
tours	O
gothic	O
s.	O
modern	O
rooms	ROOM
are	O
nice	O
no	O
place	O
to	O
hang	O
anything	O
in	O
bathroom	ROOM
staff	SERVICE
were	O
helpful	SERVICE
and	O
friendly	SERVICE
bedding	ROOM
sonorisation	O
closes	O
buck	O
non	O
smoking	ROOM
smoker	ROOM
p2p	O
superb	O
la	O
sagrada	O
familia	O
advice	SERVICE
tickets	O
order	O
litre	O
sangria	MEAL
rooftop	FACILITY
prosciutto	O
tapas	O
surplus	O
prime	O
min	O
rambla	O
underground	O
connections	O
barca	LOCATION
parts	O
easy	O
cca	O
eur	VALUE
google	O
maps	O
navigation	O
bars	MEAL
ac	O
fi	O
p2p	O
drift	O
years	O
eggs	MEAL
omlettes	MEAL
stayed	O
spain	LOCATION
manage	O
december	O
helpful	O
corner	O
remember	O
do	O
not	O
flowers	SERVICE
wallet	VALUE
terrible	O
waiteres	SERVICE
amateur	SERVICE
pool	FACILITY
ducks	O
business	O
accommodating	ROOM
portion	O
sandwich	MEAL
serve	MEAL
spot	O
discover	O
trendy	O
stylish	O
has	O
need	O
well	O
sleepers	O
o'clock	O
ok	O
moquette	O
parking	FACILITY
auto	FACILITY
season	O
terrace	FACILITY
beer	O
yes..the	O
trouble	O
underbar	O
restaurang	MEAL
floor	O
rude	O
size	O
liked	O
kitchen	MEAL
district	O
sightseeings	O
suitable	O
workman	SERVICE
whilst	O
maintenance	SERVICE
notification	O
effort	SERVICE
finessing	O
sets	O
boxes	O
hospitality	SERVICE
assistance	SERVICE
quality	FACILITY
waaayyyyy	O
soft	O
part	O
answer	SERVICE
questions	SERVICE
client	SERVICE
prison	O
acces	O
litery	O
equipement	FACILITY
verry	O
tv	ROOM
cleameless	O
wing	O
victoria	O
far	O
loby	ROOM
run	O
suggestion	O
wake	O
directions	O
unmatched	O
booked	O
twin	O
rectify	O
comfy	O
rent	VALUE
hip	O
happy	O
eco	O
enjoyed	O
step	O
wardrobe	ROOM
sufficient	O
faultless	SERVICE
made	O
mums	O
quirky	O
trams	O
eurospar	O
shop	FACILITY
singles	O
queen	O
isolation	O
old	O
trendy	O
heineken	MEAL
cruise	FACILITY
tour	FACILITY
middle	O
outside	O
euro	VALUE
monday	O
friday	O
amount	VALUE
cups	MEAL
thurs	O
channels	O
hall	ROOM
furnitures	ROOM
beds	ROOM
requested	O
limited	O
f	O
b	O
shuttle	O
boring	O
appetites	MEAL
delivery	SERVICE
staffs	SERVICE
meals	MEAL
office	O
tram	O
replacement	O
wash	ROOM
basin	ROOM
visitors	O
decoration	ROOM
outage	O
fix	O
meal	MEAL
step	O
bathtub	ROOM
grab	O
rails	O
resourceful	O
airline	SERVICE
website	O
yes	O
machine	FACILITY
decor	ROOM
handbasin	ROOM
didnt	O
liquid	ROOM
soap	ROOM
dispensers	O
bbc	O
couldnt	O
fault	O
amsterdam	LOCATION
stops	LOCATION
cafes	MEAL
dust	O
ceiling	ROOM
terms	O
kettles	MEAL
products	MEAL
bike	O
riders	O
once	O
hot	O
was	O
creamer	MEAL
powder	MEAL
decaffinated	MEAL
direction	O
views	O
simple	O
basics	O
walking	O
riding	O
school	FACILITY
museums	FACILITY
complain	O
costs	VALUE
champagne	MEAL
range	O
weekend	O
vienna	O
ps	O
chocolates	MEAL
rathaus	O
square	O
film	O
festival	O
belvedere	O
assigned	O
steps	O
confortable	ROOM
mediocre	O
march	O
year	O
points	O
thoroughly	O
bookings.com	O
printing	FACILITY
parking	FACILITY
inc	O
keys	O
priority	SERVICE
buses	O
destination	LOCATION
trips	O
spectacular	O
couldn	O
hubs	O
..	O
smile	SERVICE
restaurant	MEAL
shower	ROOM
shame	O
customers	SERVICE
face	O
really	O
complaints	SERVICE
definition	O
breathing	O
hello	O
bye	O
garden	FACILITY
palace	FACILITY
corner	O
cup	MEAL
yoghurt	MEAL
roll	O
position	O
centre	O
wifi	FACILITY
tha	O
manager	SERVICE
encounter	O
gasoline	O
cars	FACILITY
drops	O
proximity	O
congress	O
teenage	O
children	O
websire	O
child	O
language	O
inappropriate	O
towards	O
treatment	SERVICE
rights	O
eyes	O
cash	VALUE
one	O
procedure	O
difference	O
requirements	O
chair	ROOM
back	O
alwais	O
gorgeus	O
wifi	ROOM
signal	O
duomo	O
lifts	FACILITY
hey	O
cares	O
little	O
wi	ROOM
fi	ROOM
rather	O
absolute	O
delight	O
bell	O
everyone	SERVICE
husband	O
cab	O
companies	O
locate	LOCATION
everyday	O
requests	O
big	O
job	O
spray	O
love	O
n	O
streets	LOCATION
cab	FACILITY
sauna	O
steam	O
noodle	O
boards	O
ealk	O
zurich	LOCATION
milan	LOCATION
garage	FACILITY
process	O
smooth	O
main	O
railway	LOCATION
milano	LOCATION
moment	O
cleaness	ROOM
staffed	O
coffee	MEAL
first	O
bonus	O
carpeted	O
right	O
shelter	ROOM
window	ROOM
windsor	O
heavy	O
drill	O
vocation	O
reconstruction	O
p.m.	O
sense	O
picture	O
pleasant	O
cases	O
compensate	VALUE
holiday	O
care	SERVICE
reputation	O
force	O
sufferings	O
clients	O
privacy	O
scrambled	MEAL
fresh	O
orange	MEAL
juice	MEAL
mirror	O
screen	O
friend	O
phoning	O
stress	O
base	O
lambourghini	O
ferrari	O
towns	O
ferara	O
modena	O
bologna	MEAL
extra	O
suit	O
bleak	O
enough..	O
convenience	O
store	O
centrale	O
railway	LOCATION
neighbourhood	LOCATION
every	O
lidl	O
shuttle	FACILITY
kitchenette	MEAL
pointless	O
fixtures	O
opener	O
sheet	ROOM
blanket	ROOM
top	O
furniture	ROOM
owners	O
euros	VALUE
motoway	O
